,Course_ID,Year,Course_Duration,Course_Ress_Digit,Course_Ress_inClass,Ressources_Amount,Ressources_Rank,Ressources_Type_Basic
528,37,2013,36,3,20,23,16,Exercise
529,37,2013,36,3,20,23,17,Lecture
530,37,2013,36,3,20,23,18,Exercise
531,37,2013,36,3,20,23,19,Lecture
532,37,2013,36,3,20,23,20,Exercise
533,37,2013,36,3,20,23,21,Lecture
534,37,2013,36,3,20,23,22,Lecture
535,37,2013,36,3,20,23,23,Examen
536,38,2013,15,4,11,15,1,Lecture
537,38,2013,15,4,11,15,2,Lecture
538,38,2013,15,4,11,15,3,Exercise
539,38,2013,15,4,11,15,4,QCM
540,38,2013,15,4,11,15,5,Lecture
541,38,2013,15,4,11,15,6,Lecture
542,38,2013,15,4,11,15,7,Lecture
543,38,2013,15,4,11,15,8,Examen
544,38,2013,15,4,11,15,9,Video
545,38,2013,15,4,11,15,10,Exercise
546,38,2013,15,4,11,15,11,QCM
547,38,2013,15,4,11,15,12,Lecture
548,38,2013,15,4,11,15,13,Exercise
549,38,2013,15,4,11,15,14,Exercise
550,38,2013,15,4,11,15,15,Test
551,39,2013,22,8,7,15,1,Lecture
552,39,2013,22,8,7,15,2,QCM
553,39,2013,22,8,7,15,3,QCM
554,39,2013,22,8,7,15,4,Lecture
555,39,2013,22,8,7,15,5,Lecture
556,39,2013,22,8,7,15,6,Video
557,39,2013,22,8,7,15,7,Video
558,39,2013,22,8,7,15,8,Exercise
559,39,2013,22,8,7,15,9,Exercise
560,39,2013,22,8,7,15,10,Lecture
561,39,2013,22,8,7,15,11,Lecture
562,39,2013,22,8,7,15,12,QCM
563,39,2013,22,8,7,15,13,Video
564,39,2013,22,8,7,15,14,QCM
565,39,2013,22,8,7,15,15,Test
566,40,2013,26,5,6,11,1,Lecture
567,40,2013,26,5,6,11,2,Video
568,40,2013,26,5,6,11,3,Lecture
569,40,2013,26,5,6,11,4,Video
570,40,2013,26,5,6,11,5,Examen
571,40,2013,26,5,6,11,6,Lecture
572,40,2013,26,5,6,11,7,QCM
573,40,2013,26,5,6,11,8,Exercise
574,40,2013,26,5,6,11,9,Lecture
575,40,2013,26,5,6,11,10,Video
576,40,2013,26,5,6,11,11,Test
577,41,2013,12,2,3,5,1,Exercise
578,41,2013,12,2,3,5,2,Video
579,41,2013,12,2,3,5,3,Lecture
580,41,2013,12,2,3,5,4,Video
581,41,2013,12,2,3,5,5,Examen
582,42,2013,12,1,4,5,1,Exercise
583,42,2013,12,1,4,5,2,Video
584,42,2013,12,1,4,5,3,Lecture
585,42,2013,12,1,4,5,4,Exercise
586,42,2013,12,1,4,5,5,Examen
587,43,2013,14,2,11,13,1,Exercise
588,43,2013,14,2,11,13,2,Lecture
589,43,2013,14,2,11,13,3,Lecture
590,43,2013,14,2,11,13,4,Lecture
591,43,2013,14,2,11,13,5,QCM
592,43,2013,14,2,11,13,6,Video
593,43,2013,14,2,11,13,7,Lecture
594,43,2013,14,2,11,13,8,Lecture
595,43,2013,14,2,11,13,9,Lecture
596,43,2013,14,2,11,13,10,Exercise
597,43,2013,14,2,11,13,11,Lecture
598,43,2013,14,2,11,13,12,Lecture
599,43,2013,14,2,11,13,13,Exercise
600,44,2013,17,3,4,7,1,Video
601,44,2013,17,3,4,7,2,Lecture
602,44,2013,17,3,4,7,3,Exercise
603,44,2013,17,3,4,7,4,Exercise
604,44,2013,17,3,4,7,5,Lecture
605,44,2013,17,3,4,7,6,QCM
606,44,2013,17,3,4,7,7,Test
607,45,2013,19,3,5,8,1,Exercise
608,45,2013,19,3,5,8,2,Exercise
609,45,2013,19,3,5,8,3,QCM
610,45,2013,19,3,5,8,4,Video
611,45,2013,19,3,5,8,5,Lecture
612,45,2013,19,3,5,8,6,Lecture
613,45,2013,19,3,5,8,7,QCM
614,45,2013,19,3,5,8,8,Examen
615,46,2013,8,2,3,5,1,Lecture
616,46,2013,8,2,3,5,2,Exercise
617,46,2013,8,2,3,5,3,Video
618,46,2013,8,2,3,5,4,Lecture
619,46,2013,8,2,3,5,5,QCM
620,47,2013,44,6,11,17,1,Lecture
621,47,2013,44,6,11,17,2,Video
622,47,2013,44,6,11,17,3,Video
623,47,2013,44,6,11,17,4,Lecture
624,47,2013,44,6,11,17,5,Lecture
625,47,2013,44,6,11,17,6,Exercise
626,47,2013,44,6,11,17,7,Lecture
627,47,2013,44,6,11,17,8,Video
628,47,2013,44,6,11,17,9,Test
629,47,2013,44,6,11,17,10,Video
630,47,2013,44,6,11,17,11,Lecture
631,47,2013,44,6,11,17,12,QCM
632,47,2013,44,6,11,17,13,Lecture
633,47,2013,44,6,11,17,14,Lecture
634,47,2013,44,6,11,17,15,Exercise
635,47,2013,44,6,11,17,16,Lecture
636,47,2013,44,6,11,17,17,Examen
637,48,2013,33,9,11,20,1,Lecture
638,48,2013,33,9,11,20,2,Video
639,48,2013,33,9,11,20,3,Video
640,48,2013,33,9,11,20,4,Lecture
641,48,2013,33,9,11,20,5,Lecture
642,48,2013,33,9,11,20,6,Exercise
