,Course_ID,Year,Course_Duration,Course_Ress_Digit,Course_Ress_inClass,Resources_Amount,Resources_Rank,Resources_Type_Basic
94,7,2013,6,1,4,5,3,Lecture
95,7,2013,6,1,4,5,4,Exercise
96,7,2013,6,1,4,5,5,Examen
97,8,2013,38,2,28,30,1,Lecture
98,8,2013,38,2,28,30,2,Lecture
99,8,2013,38,2,28,30,3,Exercise
100,8,2013,38,2,28,30,4,Exercise
101,8,2013,38,2,28,30,5,Lecture
102,8,2013,38,2,28,30,6,Lecture
103,8,2013,38,2,28,30,7,Lecture
104,8,2013,38,2,28,30,8,Exercise
105,8,2013,38,2,28,30,9,Lecture
106,8,2013,38,2,28,30,10,Exercise
107,8,2013,38,2,28,30,11,Exercise
108,8,2013,38,2,28,30,12,Lecture
109,8,2013,38,2,28,30,13,Lecture
110,8,2013,38,2,28,30,14,Lecture
111,8,2013,38,2,28,30,15,Examen
112,8,2013,38,2,28,30,16,Lecture
113,8,2013,38,2,28,30,17,Exercise
114,8,2013,38,2,28,30,18,Lecture
115,8,2013,38,2,28,30,19,Lecture
116,8,2013,38,2,28,30,20,QCM
117,8,2013,38,2,28,30,21,Lecture
118,8,2013,38,2,28,30,22,Lecture
119,8,2013,38,2,28,30,23,Lecture
120,8,2013,38,2,28,30,24,Exercise
121,8,2013,38,2,28,30,25,Video
122,8,2013,38,2,28,30,26,Lecture
123,8,2013,38,2,28,30,27,Lecture
124,8,2013,38,2,28,30,28,Lecture
125,8,2013,38,2,28,30,29,Exercise
126,8,2013,38,2,28,30,30,Examen
127,9,2013,11,1,5,6,1,Lecture
128,9,2013,11,1,5,6,2,Video
129,9,2013,11,1,5,6,3,Exercise
130,9,2013,11,1,5,6,4,Exercise
131,9,2013,11,1,5,6,5,Lecture
132,9,2013,11,1,5,6,6,Examen
133,10,2013,18,2,9,11,1,QCM
134,10,2013,18,2,9,11,2,Lecture
135,10,2013,18,2,9,11,3,Exercise
136,10,2013,18,2,9,11,4,Lecture
137,10,2013,18,2,9,11,5,Lecture
138,10,2013,18,2,9,11,6,Lecture
139,10,2013,18,2,9,11,7,Exercise
140,10,2013,18,2,9,11,8,Exercise
141,10,2013,18,2,9,11,9,Video
142,10,2013,18,2,9,11,10,Lecture
143,10,2013,18,2,9,11,11,Examen
144,11,2013,27,4,15,19,1,Lecture
145,11,2013,27,4,15,19,2,Lecture
146,11,2013,27,4,15,19,3,QCM
147,11,2013,27,4,15,19,4,Lecture
148,11,2013,27,4,15,19,5,Lecture
149,11,2013,27,4,15,19,6,Exercise
150,11,2013,27,4,15,19,7,Video
151,11,2013,27,4,15,19,8,Lecture
152,11,2013,27,4,15,19,9,Video
153,11,2013,27,4,15,19,10,Exercise
154,11,2013,27,4,15,19,11,Exercise
155,11,2013,27,4,15,19,12,Exercise
156,11,2013,27,4,15,19,13,Lecture
157,11,2013,27,4,15,19,14,Exercise
158,11,2013,27,4,15,19,15,Lecture
159,11,2013,27,4,15,19,16,Lecture
160,11,2013,27,4,15,19,17,Lecture
161,11,2013,27,4,15,19,18,Lecture
162,11,2013,27,4,15,19,19,Test
163,12,2013,6,1,3,4,1,QCM
164,12,2013,6,1,3,4,2,Lecture
165,12,2013,6,1,3,4,3,Exercise
166,12,2013,6,1,3,4,4,Lecture
167,13,2013,15,2,5,7,1,Exercise
168,13,2013,15,2,5,7,2,Lecture
169,13,2013,15,2,5,7,3,Video
170,13,2013,15,2,5,7,4,QCM
171,13,2013,15,2,5,7,5,Lecture
172,13,2013,15,2,5,7,6,Exercise
173,13,2013,15,2,5,7,7,Examen
174,14,2013,40,2,34,36,1,Lecture
175,14,2013,40,2,34,36,2,Exercise
176,14,2013,40,2,34,36,3,Lecture
177,14,2013,40,2,34,36,4,Lecture
178,14,2013,40,2,34,36,5,Lecture
179,14,2013,40,2,34,36,6,Lecture
180,14,2013,40,2,34,36,7,Lecture
181,14,2013,40,2,34,36,8,Lecture
182,14,2013,40,2,34,36,9,Lecture
183,14,2013,40,2,34,36,10,Lecture
184,14,2013,40,2,34,36,11,Exercise
185,14,2013,40,2,34,36,12,Exercise
186,14,2013,40,2,34,36,13,Lecture
187,14,2013,40,2,34,36,14,Lecture
188,14,2013,40,2,34,36,15,Exercise
189,14,2013,40,2,34,36,16,Lecture
190,14,2013,40,2,34,36,17,Lecture
191,14,2013,40,2,34,36,18,Lecture
192,14,2013,40,2,34,36,19,Examen
193,14,2013,40,2,34,36,20,Exercise
194,14,2013,40,2,34,36,21,Exercise
195,14,2013,40,2,34,36,22,Exercise
196,14,2013,40,2,34,36,23,Lecture
197,14,2013,40,2,34,36,24,Lecture
198,14,2013,40,2,34,36,25,Exercise
199,14,2013,40,2,34,36,26,Lecture
200,14,2013,40,2,34,36,27,Exercise
201,14,2013,40,2,34,36,28,Lecture
202,14,2013,40,2,34,36,29,Video
203,14,2013,40,2,34,36,30,Lecture
204,14,2013,40,2,34,36,31,Exercise
205,14,2013,40,2,34,36,32,Lecture
206,14,2013,40,2,34,36,33,Video
207,14,2013,40,2,34,36,34,Lecture
208,14,2013,40,2,34,36,35,Lecture
209,14,2013,40,2,34,36,36,Examen
210,15,2013,17,1,8,9,1,Exercise
211,15,2013,17,1,8,9,2,Video
212,15,2013,17,1,8,9,3,Lecture
213,15,2013,17,1,8,9,4,Lecture
214,15,2013,17,1,8,9,5,Exercise
215,15,2013,17,1,8,9,6,Lecture
216,15,2013,17,1,8,9,7,Lecture
217,15,2013,17,1,8,9,8,Lecture
218,15,2013,17,1,8,9,9,Examen
219,16,2013,30,1,15,16,1,Lecture
220,16,2013,30,1,15,16,2,Lecture
221,16,2013,30,1,15,16,3,Lecture
222,16,2013,30,1,15,16,4,Lecture
223,16,2013,30,1,15,16,5,Lecture
224,16,2013,30,1,15,16,6,QCM
225,16,2013,30,1,15,16,7,Lecture
226,16,2013,30,1,15,16,8,Exercise
227,16,2013,30,1,15,16,9,Lecture
228,16,2013,30,1,15,16,10,Exercise
229,16,2013,30,1,15,16,11,Exercise
230,16,2013,30,1,15,16,12,Exercise
231,16,2013,30,1,15,16,13,Lecture
232,16,2013,30,1,15,16,14,Lecture
233,16,2013,30,1,15,16,15,Lecture
234,16,2013,30,1,15,16,16,Exercise
235,17,2013,12,1,4,5,1,Exercise
236,17,2013,12,1,4,5,2,QCM
237,17,2013,12,1,4,5,3,Lecture
238,17,2013,12,1,4,5,4,Exercise
239,17,2013,12,1,4,5,5,Examen
240,18,2013,11,2,8,10,1,Lecture
241,18,2013,11,2,8,10,2,Exercise
242,18,2013,11,2,8,10,3,Exercise
243,18,2013,11,2,8,10,4,Video
244,18,2013,11,2,8,10,5,Exercise
245,18,2013,11,2,8,10,6,Lecture
246,18,2013,11,2,8,10,7,Video
247,18,2013,11,2,8,10,8,Lecture
248,18,2013,11,2,8,10,9,Lecture
249,18,2013,11,2,8,10,10,Examen
250,19,2013,11,1,8,9,1,Exercise
251,19,2013,11,1,8,9,2,Lecture
252,19,2013,11,1,8,9,3,Lecture
253,19,2013,11,1,8,9,4,Exercise
254,19,2013,11,1,8,9,5,Exercise
255,19,2013,11,1,8,9,6,QCM
256,19,2013,11,1,8,9,7,Lecture
257,19,2013,11,1,8,9,8,Lecture
258,19,2013,11,1,8,9,9,Examen
259,20,2013,15,2,12,14,1,Exercise
260,20,2013,15,2,12,14,2,Video
261,20,2013,15,2,12,14,3,Lecture
262,20,2013,15,2,12,14,4,Exercise
263,20,2013,15,2,12,14,5,Lecture
264,20,2013,15,2,12,14,6,Lecture
265,20,2013,15,2,12,14,7,Lecture
266,20,2013,15,2,12,14,8,Exercise
267,20,2013,15,2,12,14,9,Lecture
268,20,2013,15,2,12,14,10,Video
269,20,2013,15,2,12,14,11,Lecture
270,20,2013,15,2,12,14,12,Exercise
271,20,2013,15,2,12,14,13,Lecture
272,20,2013,15,2,12,14,14,Examen
273,21,2013,28,2,21,23,1,QCM
274,21,2013,28,2,21,23,2,Lecture
275,21,2013,28,2,21,23,3,Lecture
276,21,2013,28,2,21,23,4,Lecture
277,21,2013,28,2,21,23,5,Lecture
278,21,2013,28,2,21,23,6,Exercise
279,21,2013,28,2,21,23,7,Lecture
280,21,2013,28,2,21,23,8,Lecture
281,21,2013,28,2,21,23,9,Lecture
282,21,2013,28,2,21,23,10,Lecture
283,21,2013,28,2,21,23,11,Lecture
284,21,2013,28,2,21,23,12,Exercise
285,21,2013,28,2,21,23,13,Exercise
286,21,2013,28,2,21,23,14,Exercise
287,21,2013,28,2,21,23,15,Lecture
288,21,2013,28,2,21,23,16,Exercise
289,21,2013,28,2,21,23,17,Video
290,21,2013,28,2,21,23,18,Lecture
291,21,2013,28,2,21,23,19,Lecture
292,21,2013,28,2,21,23,20,Exercise
293,21,2013,28,2,21,23,21,Exercise
294,21,2013,28,2,21,23,22,Lecture
295,21,2013,28,2,21,23,23,Lecture
296,22,2013,15,1,12,13,1,Exercise
297,22,2013,15,1,12,13,2,Exercise
298,22,2013,15,1,12,13,3,Lecture
299,22,2013,15,1,12,13,4,Lecture
300,22,2013,15,1,12,13,5,Lecture
301,22,2013,15,1,12,13,6,Lecture
302,22,2013,15,1,12,13,7,Lecture
303,22,2013,15,1,12,13,8,Lecture
304,22,2013,15,1,12,13,9,Video
305,22,2013,15,1,12,13,10,Exercise
306,22,2013,15,1,12,13,11,Exercise
307,22,2013,15,1,12,13,12,Lecture
308,22,2013,15,1,12,13,13,Examen
309,23,2013,22,3,18,21,1,Lecture
310,23,2013,22,3,18,21,2,Lecture
311,23,2013,22,3,18,21,3,Lecture
312,23,2013,22,3,18,21,4,Lecture
313,23,2013,22,3,18,21,5,Exercise
314,23,2013,22,3,18,21,6,Lecture
315,23,2013,22,3,18,21,7,Exercise
316,23,2013,22,3,18,21,8,Lecture
317,23,2013,22,3,18,21,9,Exercise
318,23,2013,22,3,18,21,10,Lecture
319,23,2013,22,3,18,21,11,Test
320,23,2013,22,3,18,21,12,QCM
321,23,2013,22,3,18,21,13,Lecture
322,23,2013,22,3,18,21,14,Exercise
323,23,2013,22,3,18,21,15,Video
324,23,2013,22,3,18,21,16,Exercise
325,23,2013,22,3,18,21,17,Exercise
326,23,2013,22,3,18,21,18,Lecture
327,23,2013,22,3,18,21,19,Lecture
328,23,2013,22,3,18,21,20,Lecture
329,23,2013,22,3,18,21,21,Examen
330,24,2013,18,2,13,15,1,Lecture
331,24,2013,18,2,13,15,2,Lecture
332,24,2013,18,2,13,15,3,Video
333,24,2013,18,2,13,15,4,Exercise
334,24,2013,18,2,13,15,5,Lecture
335,24,2013,18,2,13,15,6,Video
336,24,2013,18,2,13,15,7,Lecture
337,24,2013,18,2,13,15,8,Lecture
338,24,2013,18,2,13,15,9,Lecture
339,24,2013,18,2,13,15,10,Lecture
340,24,2013,18,2,13,15,11,Lecture
341,24,2013,18,2,13,15,12,Exercise
342,24,2013,18,2,13,15,13,Exercise
343,24,2013,18,2,13,15,14,Exercise
344,24,2013,18,2,13,15,15,Examen
345,25,2013,38,6,30,36,1,Lecture
346,25,2013,38,6,30,36,2,Lecture
347,25,2013,38,6,30,36,3,Lecture
348,25,2013,38,6,30,36,4,Exercise
349,25,2013,38,6,30,36,5,Lecture
350,25,2013,38,6,30,36,6,Exercise
351,25,2013,38,6,30,36,7,Lecture
352,25,2013,38,6,30,36,8,Lecture
353,25,2013,38,6,30,36,9,Lecture
354,25,2013,38,6,30,36,10,Lecture
355,25,2013,38,6,30,36,11,Exercise
356,25,2013,38,6,30,36,12,Lecture
357,25,2013,38,6,30,36,13,Video
358,25,2013,38,6,30,36,14,Lecture
359,25,2013,38,6,30,36,15,Lecture
360,25,2013,38,6,30,36,16,Exercise
361,25,2013,38,6,30,36,17,Lecture
362,25,2013,38,6,30,36,18,Lecture
363,25,2013,38,6,30,36,19,Examen
364,25,2013,38,6,30,36,20,Lecture
365,25,2013,38,6,30,36,21,Lecture
366,25,2013,38,6,30,36,22,Exercise
367,25,2013,38,6,30,36,23,Exercise
368,25,2013,38,6,30,36,24,Exercise
369,25,2013,38,6,30,36,25,Lecture
370,25,2013,38,6,30,36,26,Lecture
371,25,2013,38,6,30,36,27,QCM
372,25,2013,38,6,30,36,28,Video
373,25,2013,38,6,30,36,29,Video
374,25,2013,38,6,30,36,30,Exercise
375,25,2013,38,6,30,36,31,Lecture
376,25,2013,38,6,30,36,32,Exercise
377,25,2013,38,6,30,36,33,Video
378,25,2013,38,6,30,36,34,Video
379,25,2013,38,6,30,36,35,Lecture
380,25,2013,38,6,30,36,36,Examen
381,26,2013,5,1,2,3,1,Lecture
382,26,2013,5,1,2,3,2,Lecture
383,26,2013,5,1,2,3,3,QCM
384,27,2013,18,1,5,6,1,Lecture
385,27,2013,18,1,5,6,2,Lecture
386,27,2013,18,1,5,6,3,QCM
387,27,2013,18,1,5,6,4,Lecture
388,27,2013,18,1,5,6,5,Exercise
389,27,2013,18,1,5,6,6,Examen
390,28,2013,15,2,7,9,1,Exercise
391,28,2013,15,2,7,9,2,Lecture
392,28,2013,15,2,7,9,3,Lecture
393,28,2013,15,2,7,9,4,Lecture
394,28,2013,15,2,7,9,5,Lecture
395,28,2013,15,2,7,9,6,Lecture
396,28,2013,15,2,7,9,7,QCM
397,28,2013,15,2,7,9,8,Video
398,28,2013,15,2,7,9,9,Examen
399,29,2013,10,1,3,4,1,Exercise
400,29,2013,10,1,3,4,2,QCM
401,29,2013,10,1,3,4,3,Lecture
402,29,2013,10,1,3,4,4,Examen
403,30,2013,7,1,1,2,1,Exercise
404,30,2013,7,1,1,2,2,QCM
405,31,2013,8,2,5,7,1,Exercise
406,31,2013,8,2,5,7,2,Video
407,31,2013,8,2,5,7,3,Video
408,31,2013,8,2,5,7,4,Lecture
409,31,2013,8,2,5,7,5,Lecture
410,31,2013,8,2,5,7,6,Lecture
411,31,2013,8,2,5,7,7,Examen
412,32,2013,56,2,23,25,1,Lecture
413,32,2013,56,2,23,25,2,Exercise
414,32,2013,56,2,23,25,3,Lecture
415,32,2013,56,2,23,25,4,Lecture
416,32,2013,56,2,23,25,5,Lecture
417,32,2013,56,2,23,25,6,Lecture
418,32,2013,56,2,23,25,7,Exercise
419,32,2013,56,2,23,25,8,Video
420,32,2013,56,2,23,25,9,Exercise
421,32,2013,56,2,23,25,10,Exercise
422,32,2013,56,2,23,25,11,Lecture
423,32,2013,56,2,23,25,12,Lecture
424,32,2013,56,2,23,25,13,Lecture
425,32,2013,56,2,23,25,14,Lecture
426,32,2013,56,2,23,25,15,QCM
427,32,2013,56,2,23,25,16,Lecture
428,32,2013,56,2,23,25,17,Lecture
429,32,2013,56,2,23,25,18,Lecture
430,32,2013,56,2,23,25,19,Lecture
431,32,2013,56,2,23,25,20,Lecture
432,32,2013,56,2,23,25,21,Exercise
433,32,2013,56,2,23,25,22,Exercise
434,32,2013,56,2,23,25,23,Exercise
435,32,2013,56,2,23,25,24,Lecture
436,32,2013,56,2,23,25,25,Examen
437,33,2013,27,19,5,24,1,Video
438,33,2013,27,19,5,24,2,Exercise
439,33,2013,27,19,5,24,3,Video
440,33,2013,27,19,5,24,4,Video
441,33,2013,27,19,5,24,5,Lecture
442,33,2013,27,19,5,24,6,Video
443,33,2013,27,19,5,24,7,Video
444,33,2013,27,19,5,24,8,Video
445,33,2013,27,19,5,24,9,Video
446,33,2013,27,19,5,24,10,Video
447,33,2013,27,19,5,24,11,QCM
448,33,2013,27,19,5,24,12,Video
449,33,2013,27,19,5,24,13,QCM
450,33,2013,27,19,5,24,14,Video
451,33,2013,27,19,5,24,15,QCM
452,33,2013,27,19,5,24,16,Lecture
453,33,2013,27,19,5,24,17,QCM
454,33,2013,27,19,5,24,18,QCM
455,33,2013,27,19,5,24,19,QCM
456,33,2013,27,19,5,24,20,QCM
457,33,2013,27,19,5,24,21,Lecture
458,33,2013,27,19,5,24,22,Video
459,33,2013,27,19,5,24,23,Lecture
460,33,2013,27,19,5,24,24,QCM
461,34,2013,36,2,31,33,1,Lecture
462,34,2013,36,2,31,33,2,Lecture
463,34,2013,36,2,31,33,3,Lecture
464,34,2013,36,2,31,33,4,Exercise
465,34,2013,36,2,31,33,5,Lecture
466,34,2013,36,2,31,33,6,Lecture
467,34,2013,36,2,31,33,7,Lecture
468,34,2013,36,2,31,33,8,Lecture
469,34,2013,36,2,31,33,9,Lecture
470,34,2013,36,2,31,33,10,Exercise
471,34,2013,36,2,31,33,11,Video
472,34,2013,36,2,31,33,12,QCM
473,34,2013,36,2,31,33,13,Exercise
474,34,2013,36,2,31,33,14,Lecture
475,34,2013,36,2,31,33,15,Lecture
476,34,2013,36,2,31,33,16,Lecture
477,34,2013,36,2,31,33,17,Examen
478,34,2013,36,2,31,33,18,Exercise
479,34,2013,36,2,31,33,19,Lecture
480,34,2013,36,2,31,33,20,Lecture
481,34,2013,36,2,31,33,21,Lecture
482,34,2013,36,2,31,33,22,Lecture
483,34,2013,36,2,31,33,23,Lecture
484,34,2013,36,2,31,33,24,Exercise
485,34,2013,36,2,31,33,25,Lecture
486,34,2013,36,2,31,33,26,Exercise
487,34,2013,36,2,31,33,27,Exercise
488,34,2013,36,2,31,33,28,Exercise
489,34,2013,36,2,31,33,29,Lecture
490,34,2013,36,2,31,33,30,Lecture
491,34,2013,36,2,31,33,31,Exercise
492,34,2013,36,2,31,33,32,Lecture
493,34,2013,36,2,31,33,33,Examen
494,35,2013,17,1,10,11,1,Exercise
495,35,2013,17,1,10,11,2,Exercise
496,35,2013,17,1,10,11,3,Lecture
497,35,2013,17,1,10,11,4,Lecture
498,35,2013,17,1,10,11,5,Exercise
499,35,2013,17,1,10,11,6,Video
500,35,2013,17,1,10,11,7,Lecture
501,35,2013,17,1,10,11,8,Lecture
502,35,2013,17,1,10,11,9,Lecture
503,35,2013,17,1,10,11,10,Lecture
504,35,2013,17,1,10,11,11,Examen
505,36,2013,11,1,2,3,1,Lecture
506,36,2013,11,1,2,3,2,Video
507,36,2013,11,1,2,3,3,Lecture
508,37,2013,12,0,3,3,1,Lecture
509,37,2013,12,0,3,3,2,Exercise
510,37,2013,12,0,3,3,3,Examen
511,38,2013,17,0,11,11,1,Lecture
512,38,2013,17,0,11,11,2,Exercise
513,38,2013,17,0,11,11,3,Exercise
514,38,2013,17,0,11,11,4,Exercise
515,38,2013,17,0,11,11,5,Lecture
516,38,2013,17,0,11,11,6,Lecture
517,38,2013,17,0,11,11,7,Lecture
518,38,2013,17,0,11,11,8,Lecture
519,38,2013,17,0,11,11,9,Lecture
520,38,2013,17,0,11,11,10,Exercise
521,38,2013,17,0,11,11,11,Lecture
522,39,2013,12,1,3,4,1,Video
523,39,2013,12,1,3,4,2,Exercise
524,39,2013,12,1,3,4,3,Lecture
525,39,2013,12,1,3,4,4,Examen
526,40,2013,13,2,4,6,1,Lecture
527,40,2013,13,2,4,6,2,Lecture
528,40,2013,13,2,4,6,3,Exercise
529,40,2013,13,2,4,6,4,Video
530,40,2013,13,2,4,6,5,Video
531,40,2013,13,2,4,6,6,Examen
532,41,2013,18,4,14,18,1,Exercise
533,41,2013,18,4,14,18,2,Lecture
534,41,2013,18,4,14,18,3,Lecture
535,41,2013,18,4,14,18,4,Exercise
536,41,2013,18,4,14,18,5,Exercise
537,41,2013,18,4,14,18,6,Lecture
538,41,2013,18,4,14,18,7,Lecture
539,41,2013,18,4,14,18,8,QCM
540,41,2013,18,4,14,18,9,Test
541,41,2013,18,4,14,18,10,Lecture
542,41,2013,18,4,14,18,11,Lecture
543,41,2013,18,4,14,18,12,Exercise
544,41,2013,18,4,14,18,13,Lecture
545,41,2013,18,4,14,18,14,QCM
546,41,2013,18,4,14,18,15,Lecture
547,41,2013,18,4,14,18,16,Lecture
548,41,2013,18,4,14,18,17,Video
549,41,2013,18,4,14,18,18,Examen
550,42,2013,24,2,20,22,1,Lecture
551,42,2013,24,2,20,22,2,Lecture
552,42,2013,24,2,20,22,3,Exercise
553,42,2013,24,2,20,22,4,Lecture
554,42,2013,24,2,20,22,5,Lecture
555,42,2013,24,2,20,22,6,Lecture
556,42,2013,24,2,20,22,7,Lecture
557,42,2013,24,2,20,22,8,Exercise
558,42,2013,24,2,20,22,9,Exercise
559,42,2013,24,2,20,22,10,Lecture
560,42,2013,24,2,20,22,11,QCM
561,42,2013,24,2,20,22,12,Lecture
562,42,2013,24,2,20,22,13,Exercise
563,42,2013,24,2,20,22,14,Lecture
564,42,2013,24,2,20,22,15,Lecture
565,42,2013,24,2,20,22,16,Video
566,42,2013,24,2,20,22,17,Lecture
567,42,2013,24,2,20,22,18,Exercise
568,42,2013,24,2,20,22,19,Lecture
569,42,2013,24,2,20,22,20,Lecture
570,42,2013,24,2,20,22,21,Exercise
571,42,2013,24,2,20,22,22,Examen
572,43,2013,30,1,23,24,1,Exercise
573,43,2013,30,1,23,24,2,Lecture
574,43,2013,30,1,23,24,3,Exercise
575,43,2013,30,1,23,24,4,Lecture
576,43,2013,30,1,23,24,5,Exercise
577,43,2013,30,1,23,24,6,Lecture
578,43,2013,30,1,23,24,7,Exercise
579,43,2013,30,1,23,24,8,Lecture
580,43,2013,30,1,23,24,9,Exercise
581,43,2013,30,1,23,24,10,Lecture
582,43,2013,30,1,23,24,11,Lecture
583,43,2013,30,1,23,24,12,Lecture
584,43,2013,30,1,23,24,13,Examen
585,43,2013,30,1,23,24,14,Lecture
586,43,2013,30,1,23,24,15,Lecture
587,43,2013,30,1,23,24,16,Lecture
588,43,2013,30,1,23,24,17,Lecture
589,43,2013,30,1,23,24,18,Lecture
590,43,2013,30,1,23,24,19,Lecture
591,43,2013,30,1,23,24,20,Exercise
592,43,2013,30,1,23,24,21,QCM
593,43,2013,30,1,23,24,22,Lecture
594,43,2013,30,1,23,24,23,Lecture
595,43,2013,30,1,23,24,24,Examen
596,44,2013,29,3,13,16,1,Lecture
597,44,2013,29,3,13,16,2,Exercise
598,44,2013,29,3,13,16,3,Lecture
599,44,2013,29,3,13,16,4,Lecture
600,44,2013,29,3,13,16,5,Lecture
601,44,2013,29,3,13,16,6,Lecture
602,44,2013,29,3,13,16,7,Video
603,44,2013,29,3,13,16,8,Exercise
604,44,2013,29,3,13,16,9,Video
605,44,2013,29,3,13,16,10,Lecture
606,44,2013,29,3,13,16,11,QCM
607,44,2013,29,3,13,16,12,Exercise
608,44,2013,29,3,13,16,13,Lecture
609,44,2013,29,3,13,16,14,Lecture
610,44,2013,29,3,13,16,15,Exercise
611,44,2013,29,3,13,16,16,Examen
612,45,2013,37,1,9,10,1,QCM
613,45,2013,37,1,9,10,2,Lecture
614,45,2013,37,1,9,10,3,Lecture
615,45,2013,37,1,9,10,4,Lecture
616,45,2013,37,1,9,10,5,Exercise
617,45,2013,37,1,9,10,6,Lecture
618,45,2013,37,1,9,10,7,Exercise
619,45,2013,37,1,9,10,8,Lecture
620,45,2013,37,1,9,10,9,Exercise
621,45,2013,37,1,9,10,10,Examen
622,46,2013,10,1,5,6,1,Video
623,46,2013,10,1,5,6,2,Lecture
624,46,2013,10,1,5,6,3,Lecture
625,46,2013,10,1,5,6,4,Lecture
626,46,2013,10,1,5,6,5,Exercise
627,46,2013,10,1,5,6,6,Examen
628,47,2013,14,2,9,11,1,Exercise
629,47,2013,14,2,9,11,2,Video
630,47,2013,14,2,9,11,3,Lecture
631,47,2013,14,2,9,11,4,Lecture
632,47,2013,14,2,9,11,5,Lecture
633,47,2013,14,2,9,11,6,Lecture
634,47,2013,14,2,9,11,7,Lecture
635,47,2013,14,2,9,11,8,Exercise
636,47,2013,14,2,9,11,9,Exercise
637,47,2013,14,2,9,11,10,QCM
638,47,2013,14,2,9,11,11,Examen
