,Course_ID,Year,Course_Digit_Duration,Ressources_Amount,Ressources_Rank,Ressources_Type_Basic,Ressources_Type_Advanced
151,64,2013,25,20,18,Vid,Vid1H
152,64,2013,25,20,19,Vid,Vid1H
153,64,2013,25,20,20,Vid,Quiz2H
154,66,2013,15,13,1,Vid,Vid1H
155,66,2013,15,13,2,Quiz,Quiz1H
156,66,2013,15,13,3,Vid,Vid1H
157,66,2013,15,13,4,Vid,Vid1H
158,66,2013,15,13,5,Vid,Vid1H
159,66,2013,15,13,6,Vid,Vid1H
160,66,2013,15,13,7,Vid,Vid1H
161,66,2013,15,13,8,Quiz,Vid1H
162,66,2013,15,13,9,Vid,Vid2H
163,66,2013,15,13,10,Exam,Exam1H
164,66,2013,15,13,11,Vid,Vid1H
165,66,2013,15,13,12,Vid,Quiz2H
166,66,2013,15,13,13,Vid,Vid1H
167,67,2013,11,9,1,Quiz,Vid1H
168,67,2013,11,9,2,Quiz,Vid1H
169,67,2013,11,9,3,Exam,Vid1H
170,67,2013,11,9,4,Vid,Quiz1H
171,67,2013,11,9,5,Vid,Quiz1H
172,67,2013,11,9,6,Vid,Quiz2H
173,67,2013,11,9,7,Vid,Vid1H
174,67,2013,11,9,8,Quiz,Vid1H
175,67,2013,11,9,9,Vid,Exam2H
176,80,2013,9,7,1,Vid,Quiz1H
177,80,2013,9,7,2,Quiz,Vid2H
178,80,2013,9,7,3,Quiz,Vid1H
179,80,2013,9,7,4,Vid,Quiz2H
180,80,2013,9,7,5,Vid,Quiz1H
181,80,2013,9,7,6,Vid,Vid1H
182,80,2013,9,7,7,Quiz,Vid1H
183,82,2013,8,4,1,Quiz,Vid3H
184,82,2013,8,4,2,Vid,Quiz1H
185,82,2013,8,4,3,Vid,Vid3H
186,82,2013,8,4,4,Quiz,Quiz1H
187,86,2013,18,14,1,Quiz,Vid1H
188,86,2013,18,14,2,Vid,Vid1H
189,86,2013,18,14,3,Quiz,Exam1H
190,86,2013,18,14,4,Exam,Exam1H
191,86,2013,18,14,5,Vid,Quiz2H
192,86,2013,18,14,6,Exam,Vid2H
193,86,2013,18,14,7,Vid,Quiz2H
194,86,2013,18,14,8,Vid,Vid1H
195,86,2013,18,14,9,Vid,Vid1H
196,86,2013,18,14,10,Quiz,Vid1H
197,86,2013,18,14,11,Vid,Exam1H
198,86,2013,18,14,12,Exam,Quiz1H
199,86,2013,18,14,13,Quiz,Quiz2H
200,86,2013,18,14,14,Vid,Vid1H
201,87,2013,20,15,1,Vid,Vid4H
202,87,2013,20,15,2,Vid,Exam1H
203,87,2013,20,15,3,Quiz,Quiz1H
204,87,2013,20,15,4,Vid,Quiz1H
205,87,2013,20,15,5,Exam,Vid1H
206,87,2013,20,15,6,Vid,Quiz1H
207,87,2013,20,15,7,Vid,Vid2H
208,87,2013,20,15,8,Quiz,Vid2H
209,87,2013,20,15,9,Quiz,Vid1H
210,87,2013,20,15,10,Vid,Quiz1H
211,87,2013,20,15,11,Exam,Vid1H
212,87,2013,20,15,12,Vid,Vid1H
213,87,2013,20,15,13,Vid,Exam1H
214,87,2013,20,15,14,Quiz,Vid1H
215,87,2013,20,15,15,Quiz,Quiz1H
216,90,2013,12,10,1,Quiz,Quiz1H
217,90,2013,12,10,2,Vid,Quiz1H
218,90,2013,12,10,3,Quiz,Vid1H
219,90,2013,12,10,4,Vid,Quiz1H
220,90,2013,12,10,5,Quiz,Vid3H
221,90,2013,12,10,6,Vid,Vid1H
222,90,2013,12,10,7,Exam,Exam1H
223,90,2013,12,10,8,Quiz,Exam1H
224,90,2013,12,10,9,Vid,Quiz1H
225,90,2013,12,10,10,Exam,Vid1H
226,92,2013,14,8,1,Quiz,Quiz1H
227,92,2013,14,8,2,Exam,Exam1H
228,92,2013,14,8,3,Quiz,Vid2H
229,92,2013,14,8,4,Vid,Vid2H
230,92,2013,14,8,5,Quiz,Vid2H
231,92,2013,14,8,6,Vid,Quiz2H
232,92,2013,14,8,7,Vid,Quiz2H
233,92,2013,14,8,8,Quiz,Quiz2H
234,97,2013,8,7,1,Quiz,Vid1H
235,97,2013,8,7,2,Quiz,Vid1H
236,97,2013,8,7,3,Vid,Quiz1H
237,97,2013,8,7,4,Exam,Quiz1H
238,97,2013,8,7,5,Vid,Vid1H
239,97,2013,8,7,6,Vid,Exam1H
240,97,2013,8,7,7,Quiz,Quiz2H
241,107,2013,15,12,1,Vid,Vid1H
242,107,2013,15,12,2,Vid,Quiz1H
243,107,2013,15,12,3,Quiz,Vid1H
244,107,2013,15,12,4,Vid,Quiz2H
245,107,2013,15,12,5,Vid,Quiz2H
246,107,2013,15,12,6,Vid,Vid1H
247,107,2013,15,12,7,Quiz,Vid1H
248,107,2013,15,12,8,Vid,Vid1H
249,107,2013,15,12,9,Exam,Exam2H
250,107,2013,15,12,10,Vid,Vid1H
251,107,2013,15,12,11,Vid,Vid1H
252,107,2013,15,12,12,Quiz,Vid1H
253,110,2013,11,10,1,Quiz,Vid1H
254,110,2013,11,10,2,Vid,Exam1H
255,110,2013,11,10,3,Vid,Vid1H
256,110,2013,11,10,4,Vid,Quiz1H
257,110,2013,11,10,5,Quiz,Quiz1H
258,110,2013,11,10,6,Exam,Exam1H
259,110,2013,11,10,7,Vid,Vid1H
260,110,2013,11,10,8,Quiz,Vid1H
261,110,2013,11,10,9,Exam,Quiz2H
262,110,2013,11,10,10,Exam,Exam1H
263,126,2013,9,7,1,Vid,Quiz1H
264,126,2013,9,7,2,Quiz,Quiz1H
265,126,2013,9,7,3,Exam,Vid2H
266,126,2013,9,7,4,Quiz,Vid2H
267,126,2013,9,7,5,Quiz,Exam1H
268,126,2013,9,7,6,Exam,Exam1H
269,126,2013,9,7,7,Vid,Quiz1H
270,129,2013,13,10,1,Exam,Quiz2H
271,129,2013,13,10,2,Vid,Quiz1H
272,129,2013,13,10,3,Vid,Exam1H
273,129,2013,13,10,4,Quiz,Exam1H
274,129,2013,13,10,5,Exam,Quiz2H
275,129,2013,13,10,6,Exam,Exam1H
276,129,2013,13,10,7,Quiz,Vid1H
277,129,2013,13,10,8,Vid,Vid1H
278,129,2013,13,10,9,Quiz,Quiz2H
279,129,2013,13,10,10,Quiz,Vid1H
280,133,2013,15,9,1,Quiz,Quiz2H
281,133,2013,15,9,2,Exam,Vid2H
282,133,2013,15,9,3,Vid,Vid1H
283,133,2013,15,9,4,Vid,Quiz2H
284,133,2013,15,9,5,Quiz,Exam3H
285,133,2013,15,9,6,Quiz,Quiz1H
286,133,2013,15,9,7,Quiz,Quiz1H
287,133,2013,15,9,8,Vid,Quiz2H
288,133,2013,15,9,9,Quiz,Vid1H
289,139,2013,11,9,1,Exam,Vid1H
290,139,2013,11,9,2,Vid,Vid1H
291,139,2013,11,9,3,Quiz,Quiz1H
292,139,2013,11,9,4,Quiz,Quiz2H
293,139,2013,11,9,5,Vid,Vid1H
294,139,2013,11,9,6,Quiz,Vid1H
295,139,2013,11,9,7,Vid,Exam2H
296,139,2013,11,9,8,Quiz,Quiz1H
297,139,2013,11,9,9,Vid,Quiz1H
298,140,2013,17,14,1,Quiz,Vid1H
299,140,2013,17,14,2,Vid,Quiz1H
300,140,2013,17,14,3,Vid,Vid1H
301,140,2013,17,14,4,Vid,Exam1H
302,140,2013,17,14,5,Vid,Vid2H
303,140,2013,17,14,6,Vid,Vid2H
304,140,2013,17,14,7,Vid,Exam1H
305,140,2013,17,14,8,Vid,Vid1H
306,140,2013,17,14,9,Quiz,Vid1H
307,140,2013,17,14,10,Quiz,Quiz1H
308,140,2013,17,14,11,Vid,Quiz1H
309,140,2013,17,14,12,Vid,Vid2H
310,140,2013,17,14,13,Exam,Vid1H
311,140,2013,17,14,14,Exam,Vid1H
312,143,2013,10,6,1,Exam,Vid4H
313,143,2013,10,6,2,Exam,Exam1H
314,143,2013,10,6,3,Vid,Vid1H
315,143,2013,10,6,4,Quiz,Quiz2H
316,143,2013,10,6,5,Vid,Quiz1H
317,143,2013,10,6,6,Quiz,Exam1H
318,151,2013,9,8,1,Vid,Vid1H
319,151,2013,9,8,2,Vid,Quiz1H
320,151,2013,9,8,3,Quiz,Quiz2H
321,151,2013,9,8,4,Quiz,Quiz1H
322,151,2013,9,8,5,Quiz,Quiz1H
323,151,2013,9,8,6,Vid,Vid1H
324,151,2013,9,8,7,Vid,Vid1H
325,151,2013,9,8,8,Quiz,Vid1H
326,154,2013,13,8,1,Quiz,Vid2H
327,154,2013,13,8,2,Vid,Vid3H
328,154,2013,13,8,3,Exam,Exam1H
329,154,2013,13,8,4,Quiz,Quiz2H
330,154,2013,13,8,5,Quiz,Quiz2H
331,154,2013,13,8,6,Vid,Exam1H
332,154,2013,13,8,7,Quiz,Quiz1H
333,154,2013,13,8,8,Exam,Quiz1H
334,155,2013,13,8,1,Quiz,Vid1H
335,155,2013,13,8,2,Exam,Quiz2H
336,155,2013,13,8,3,Vid,Vid2H
337,155,2013,13,8,4,Quiz,Exam2H
338,155,2013,13,8,5,Vid,Quiz2H
339,155,2013,13,8,6,Exam,Exam1H
340,155,2013,13,8,7,Vid,Vid1H
341,155,2013,13,8,8,Quiz,Quiz2H
342,163,2013,8,5,1,Vid,Vid2H
343,163,2013,8,5,2,Exam,Vid1H
344,163,2013,8,5,3,Quiz,Quiz2H
345,163,2013,8,5,4,Quiz,Exam2H
346,163,2013,8,5,5,Vid,Quiz1H
347,165,2013,9,7,1,Vid,Quiz1H
348,165,2013,9,7,2,Quiz,Exam1H
349,165,2013,9,7,3,Exam,Quiz2H
350,165,2013,9,7,4,Vid,Vid2H
351,165,2013,9,7,5,Quiz,Vid1H
352,165,2013,9,7,6,Quiz,Vid1H
353,165,2013,9,7,7,Vid,Quiz1H
354,176,2013,9,5,1,Quiz,Vid1H
355,176,2013,9,5,2,Vid,Vid2H
356,176,2013,9,5,3,Vid,Quiz2H
357,176,2013,9,5,4,Vid,Vid2H
358,176,2013,9,5,5,Quiz,Quiz2H
359,177,2013,12,10,1,Vid,Exam3H
360,177,2013,12,10,2,Quiz,Vid1H
361,177,2013,12,10,3,Quiz,Quiz1H
362,177,2013,12,10,4,Vid,Quiz1H
363,177,2013,12,10,5,Vid,Vid1H
364,177,2013,12,10,6,Quiz,Quiz1H
365,177,2013,12,10,7,Vid,Quiz1H
366,177,2013,12,10,8,Vid,Vid1H
367,177,2013,12,10,9,Exam,Vid1H
368,177,2013,12,10,10,Quiz,Vid1H
369,178,2013,11,9,1,Exam,Vid1H
370,178,2013,11,9,2,Vid,Exam2H
371,178,2013,11,9,3,Quiz,Vid1H
372,178,2013,11,9,4,Quiz,Quiz1H
373,178,2013,11,9,5,Vid,Quiz1H
374,178,2013,11,9,6,Quiz,Vid2H
375,178,2013,11,9,7,Quiz,Quiz1H
376,178,2013,11,9,8,Quiz,Quiz1H
377,178,2013,11,9,9,Vid,Quiz1H
378,183,2013,11,7,1,Quiz,Exam1H
379,183,2013,11,7,2,Quiz,Vid4H
380,183,2013,11,7,3,Exam,Quiz1H
381,183,2013,11,7,4,Exam,Quiz1H
382,183,2013,11,7,5,Quiz,Exam1H
383,183,2013,11,7,6,Vid,Quiz2H
384,183,2013,11,7,7,Quiz,Quiz1H
385,187,2013,16,14,1,Vid,Vid1H
386,187,2013,16,14,2,Vid,Quiz1H
387,187,2013,16,14,3,Quiz,Vid1H
388,187,2013,16,14,4,Vid,Vid1H
389,187,2013,16,14,5,Vid,Quiz1H
390,187,2013,16,14,6,Quiz,Quiz1H
391,187,2013,16,14,7,Exam,Quiz1H
392,187,2013,16,14,8,Vid,Exam3H
393,187,2013,16,14,9,Quiz,Vid1H
394,187,2013,16,14,10,Quiz,Quiz1H
395,187,2013,16,14,11,Vid,Vid1H
396,187,2013,16,14,12,Quiz,Quiz1H
397,187,2013,16,14,13,Quiz,Vid1H
398,187,2013,16,14,14,Vid,Vid1H
399,188,2013,15,7,1,Vid,Vid3H
400,188,2013,15,7,2,Exam,Quiz2H
401,188,2013,15,7,3,Quiz,Quiz2H
402,188,2013,15,7,4,Vid,Vid2H
403,188,2013,15,7,5,Quiz,Quiz2H
404,188,2013,15,7,6,Quiz,Exam2H
405,188,2013,15,7,7,Quiz,Quiz2H
406,198,2013,10,8,1,Quiz,Quiz1H
407,198,2013,10,8,2,Quiz,Vid2H
408,198,2013,10,8,3,Vid,Quiz1H
409,198,2013,10,8,4,Quiz,Quiz1H
410,198,2013,10,8,5,Exam,Quiz1H
411,198,2013,10,8,6,Quiz,Exam1H
412,198,2013,10,8,7,Vid,Vid1H
413,198,2013,10,8,8,Vid,Vid2H
414,200,2013,10,7,1,Vid,Quiz1H
415,200,2013,10,7,2,Quiz,Quiz1H
416,200,2013,10,7,3,Quiz,Quiz1H
417,200,2013,10,7,4,Quiz,Exam1H
418,200,2013,10,7,5,Quiz,Quiz1H
419,200,2013,10,7,6,Quiz,Vid3H
420,200,2013,10,7,7,Exam,Quiz2H
421,201,2013,10,5,1,Vid,Quiz2H
422,201,2013,10,5,2,Quiz,Vid1H
423,201,2013,10,5,3,Vid,Quiz2H
424,201,2013,10,5,4,Quiz,Vid3H
425,201,2013,10,5,5,Vid,Vid2H
426,205,2013,13,8,1,Exam,Vid4H
427,205,2013,13,8,2,Vid,Quiz1H
428,205,2013,13,8,3,Quiz,Vid1H
429,205,2013,13,8,4,Quiz,Exam1H
430,205,2013,13,8,5,Vid,Exam1H
431,205,2013,13,8,6,Vid,Quiz2H
432,205,2013,13,8,7,Exam,Vid2H
433,205,2013,13,8,8,Vid,Vid1H
434,207,2013,8,6,1,Quiz,Quiz2H
435,207,2013,8,6,2,Exam,Vid1H
436,207,2013,8,6,3,Vid,Exam1H
437,207,2013,8,6,4,Vid,Vid1H
438,207,2013,8,6,5,Vid,Quiz2H
439,207,2013,8,6,6,Quiz,Vid1H
440,210,2013,8,7,1,Quiz,Vid1H
441,210,2013,8,7,2,Quiz,Exam1H
442,210,2013,8,7,3,Exam,Exam1H
443,210,2013,8,7,4,Vid,Vid2H
444,210,2013,8,7,5,Exam,Quiz1H
445,210,2013,8,7,6,Quiz,Quiz1H
446,210,2013,8,7,7,Vid,Quiz1H
447,211,2013,9,6,1,Quiz,Exam1H
448,211,2013,9,6,2,Vid,Quiz2H
449,211,2013,9,6,3,Exam,Quiz1H
450,211,2013,9,6,4,Quiz,Quiz1H
451,211,2013,9,6,5,Quiz,Exam1H
452,211,2013,9,6,6,Exam,Vid3H
453,214,2013,14,7,1,Exam,Vid1H
454,214,2013,14,7,2,Quiz,Quiz2H
455,214,2013,14,7,3,Vid,Vid2H
456,214,2013,14,7,4,Vid,Vid3H
457,214,2013,14,7,5,Quiz,Vid4H
458,214,2013,14,7,6,Vid,Quiz1H
459,214,2013,14,7,7,Vid,Exam1H
460,217,2013,9,6,1,Quiz,Quiz1H
461,217,2013,9,6,2,Exam,Quiz1H
462,217,2013,9,6,3,Vid,Vid2H
463,217,2013,9,6,4,Quiz,Vid2H
464,217,2013,9,6,5,Quiz,Exam2H
465,217,2013,9,6,6,Vid,Quiz1H
466,218,2013,11,11,1,Quiz,Quiz1H
467,218,2013,11,11,2,Vid,Vid1H
468,218,2013,11,11,3,Exam,Quiz1H
469,218,2013,11,11,4,Vid,Vid1H
470,218,2013,11,11,5,Vid,Vid1H
471,218,2013,11,11,6,Vid,Exam1H
472,218,2013,11,11,7,Vid,Vid1H
473,218,2013,11,11,8,Vid,Vid1H
474,218,2013,11,11,9,Quiz,Vid1H
475,218,2013,11,11,10,Quiz,Vid1H
476,218,2013,11,11,11,Vid,Quiz1H
477,223,2013,12,10,1,Vid,Vid1H
478,223,2013,12,10,2,Quiz,Quiz1H
479,223,2013,12,10,3,Vid,Vid1H
480,223,2013,12,10,4,Quiz,Vid1H
481,223,2013,12,10,5,Vid,Quiz2H
482,223,2013,12,10,6,Quiz,Quiz2H
483,223,2013,12,10,7,Vid,Vid1H
484,223,2013,12,10,8,Vid,Vid1H
485,223,2013,12,10,9,Vid,Vid1H
486,223,2013,12,10,10,Vid,Vid1H
487,225,2013,20,16,1,Vid,Vid3H
488,225,2013,20,16,2,Vid,Quiz1H
489,225,2013,20,16,3,Quiz,Quiz1H
490,225,2013,20,16,4,Quiz,Quiz1H
491,225,2013,20,16,5,Quiz,Vid1H
492,225,2013,20,16,6,Vid,Quiz1H
493,225,2013,20,16,7,Vid,Exam1H
494,225,2013,20,16,8,Quiz,Quiz1H
495,225,2013,20,16,9,Vid,Vid1H
496,225,2013,20,16,10,Vid,Vid3H
497,225,2013,20,16,11,Quiz,Vid1H
498,225,2013,20,16,12,Vid,Quiz1H
499,225,2013,20,16,13,Exam,Quiz1H
500,225,2013,20,16,14,Quiz,Vid1H
501,225,2013,20,16,15,Quiz,Vid1H
502,225,2013,20,16,16,Quiz,Quiz1H
503,232,2013,9,6,1,Quiz,Quiz1H
504,232,2013,9,6,2,Vid,Quiz1H
505,232,2013,9,6,3,Exam,Vid2H
506,232,2013,9,6,4,Quiz,Vid2H
507,232,2013,9,6,5,Quiz,Exam1H
508,232,2013,9,6,6,Vid,Quiz2H
509,233,2013,17,11,1,Vid,Vid2H
510,233,2013,17,11,2,Vid,Vid2H
511,233,2013,17,11,3,Quiz,Vid2H
512,233,2013,17,11,4,Vid,Vid2H
513,233,2013,17,11,5,Quiz,Vid1H
514,233,2013,17,11,6,Quiz,Quiz1H
515,233,2013,17,11,7,Vid,Quiz1H
516,233,2013,17,11,8,Vid,Quiz1H
517,233,2013,17,11,9,Quiz,Quiz2H
518,233,2013,17,11,10,Vid,Vid1H
519,233,2013,17,11,11,Vid,Vid2H
520,234,2013,8,8,1,Vid,Vid1H
521,234,2013,8,8,2,Vid,Vid1H
522,234,2013,8,8,3,Vid,Vid1H
523,234,2013,8,8,4,Quiz,Vid1H
524,234,2013,8,8,5,Vid,Vid1H
525,234,2013,8,8,6,Vid,Quiz1H
526,234,2013,8,8,7,Vid,Quiz1H
527,234,2013,8,8,8,Quiz,Vid1H
528,239,2013,15,11,1,Quiz,Quiz1H
529,239,2013,15,11,2,Quiz,Quiz1H
530,239,2013,15,11,3,Vid,Vid2H
531,239,2013,15,11,4,Quiz,Vid1H
532,239,2013,15,11,5,Vid,Vid2H
533,239,2013,15,11,6,Vid,Vid2H
534,239,2013,15,11,7,Quiz,Quiz1H
535,239,2013,15,11,8,Quiz,Quiz1H
536,239,2013,15,11,9,Vid,Quiz1H
537,239,2013,15,11,10,Quiz,Vid2H
538,239,2013,15,11,11,Vid,Quiz1H
539,250,2013,9,7,1,Vid,Quiz2H
540,250,2013,9,7,2,Quiz,Vid1H
541,250,2013,9,7,3,Quiz,Vid1H
542,250,2013,9,7,4,Vid,Vid2H
543,250,2013,9,7,5,Quiz,Quiz1H
544,250,2013,9,7,6,Vid,Quiz1H
545,250,2013,9,7,7,Vid,Vid1H
546,257,2013,12,9,1,Quiz,Vid1H
547,257,2013,12,9,2,Quiz,Quiz1H
548,257,2013,12,9,3,Exam,Vid1H
549,257,2013,12,9,4,Quiz,Vid1H
550,257,2013,12,9,5,Quiz,Quiz1H
551,257,2013,12,9,6,Vid,Vid1H
552,257,2013,12,9,7,Vid,Exam3H
553,257,2013,12,9,8,Vid,Quiz1H
554,257,2013,12,9,9,Vid,Quiz2H
555,262,2013,17,13,1,Quiz,Vid2H
556,262,2013,17,13,2,Quiz,Quiz1H
557,262,2013,17,13,3,Exam,Quiz1H
558,262,2013,17,13,4,Vid,Exam1H
559,262,2013,17,13,5,Exam,Quiz1H
560,262,2013,17,13,6,Quiz,Quiz1H
561,262,2013,17,13,7,Vid,Quiz1H
562,262,2013,17,13,8,Quiz,Quiz1H
563,262,2013,17,13,9,Vid,Quiz1H
564,262,2013,17,13,10,Quiz,Exam1H
565,262,2013,17,13,11,Vid,Vid2H
566,262,2013,17,13,12,Quiz,Vid2H
567,262,2013,17,13,13,Quiz,Vid2H
568,267,2013,18,8,1,Vid,Quiz1H
569,267,2013,18,8,2,Vid,Quiz2H
570,267,2013,18,8,3,Quiz,Quiz1H
571,267,2013,18,8,4,Quiz,Quiz2H
572,267,2013,18,8,5,Quiz,Vid4H
573,267,2013,18,8,6,Quiz,Quiz1H
574,267,2013,18,8,7,Vid,Vid3H
575,267,2013,18,8,8,Quiz,Vid4H
576,268,2013,15,12,1,Vid,Quiz1H
577,268,2013,15,12,2,Exam,Vid3H
578,268,2013,15,12,3,Quiz,Quiz1H
579,268,2013,15,12,4,Vid,Quiz1H
580,268,2013,15,12,5,Vid,Vid1H
581,268,2013,15,12,6,Quiz,Vid1H
